Postcode,Eastings,Northings
NW43RE,523418,188130
NW43RR,522588,188709
NW43RS,522601,188403
NW43SD,522701,188320
NW43SL,522884,188901
NW43SP,522566,188804
NW43ST,522363,188405
NW43TT,522633,187861
NW43UG,522748,187670
NW44AE,523167,189101
NW44AN,522731,189030
NW44BB,522992,189229
NW44EN,523154,189297
NW44EW,523226,189411
NW44HL,522314,188437
NW44HN,522188,188932
NW44JE,522439,189647
NW44JP,522653,189609
NW44LG,522369,190219
NW44LH,522771,189722
NW44LN,522661,189768
NW44NA,522604,189993
NW44NJ,522509,188774
NW44NR,522351,188655
NW44PJ,522216,188410
NW44PL,522218,188481
NW44QZ,523085,189424
NW44RA,522870,189974
NW44RD,522940,190102
NW44RE,522913,189995
NW44SB,522285,189001
NW44TD,522360,189973
NW44TL,522311,190627
NW44TU,522373,189879
NW44UU,522525,189895
NW44XL,522400,189223
NW44XN,522369,189282
NW44XP,522428,189371
NW44XS,522469,189298
NW44XW,522384,189342
NW71AJ,523722,192615
NW71BY,524320,192099
NW71BZ,524199,191947
NW71DD,523455,191401
NW71DL,523791,191189
NW71DN,523816,191219
NW71DS,523690,191099
NW71EE,524402,192060
NW71FA,523798,191946
NW71FE,523852,191857
NW71FF,523849,191996
NW71FJ,524215,191766
NW71FP,523822,191883
NW71FS,524161,191869
NW71FT,524257,191924
NW71FW,524202,191861
NW71FX,524008,192124
NW71FY,523926,192153
NW71GG,523763,191334
NW71GQ,524079,191252
NW71HH,523935,191320
NW71HR,524103,191154
NW71HZ,523830,191445
NW71JE,524329,191189
NW71JL,524394,191129
NW71JP,524408,191075
NW71LD,524367,192034
NW71LG,524373,192100
NW71LP,524245,190974
NW71LQ,524410,192098
NW71ND,524189,190885
NW71NG,523810,191035
NW71NH,523759,191060
NW71NJ,524189,191003
NW71NP,524021,192077
NW71PF,524142,191786
NW71QQ,524249,192167
NW71RF,524195,192116
NW71RP,523676,192159
NW71RS,523647,192109
NW71RX,524292,192180
NW71RY,524090,191728
NW71SB,523983,192029
NW71SS,523266,192530
NW71SU,523230,192596
NW71SW,523262,192635
NW72AB,521290,191658
NW72AG,521335,191557
NW72AU,522407,191258
NW72AY,522363,191182
NW72AZ,522418,191131
NW72BF,521745,191500
NW72BJ,522670,191652
NW72BN,522695,191535
NW72BQ,522430,191355
NW72DE,522848,191702
NW72DH,522842,191521
NW72DN,522137,191214
NW72DT,522054,191284
NW72DU,522126,191341
NW72DX,522248,191317
NW72EA,522305,191150
NW72EE,522416,191092
NW72EG,522264,191108
NW72EY,522330,191285
NW72FA,521744,191467
NW72HA,523606,192028
NW72HH,523595,191716
NW72HL,523265,191515
NW72HY,521756,192100
NW72JJ,521533,191909
NW72JL,521633,191807
NW72LB,521589,191163
NW72LG,521408,191180
NW72LH,522071,191679
NW72LL,521948,191520
NW72LT,522110,191535
NW72NB,522239,191497
NW72NG,522313,191445
NW72NJ,522388,191427
NW72NT,523338,191673
NW72NU,523211,191570
NW72NY,523362,191906
NW72PA,523327,191871
NW72PL,523069,191705
NW72QD,522229,190882
NW72RL,522879,191764
NW72RS,522967,192058
NW72SQ,522072,191175
NW73AA,521111,193243
NW73AB,521030,193293
NW73AL,521014,193629
NW73AX,520802,193211
NW73BA,520892,193138
NW73BB,520790,193047
NW73DA,521423,192106
NW73DD,521424,192141
NW73DS,520844,192076
NW73DY,520769,191971
NW73EA,520688,191953
NW73EH,520341,191802
NW73EJ,520572,191840
NW73EX,520720,192997
NW73HG,520684,193294
NW73HP,520738,193447
NW73JJ,521085,192604
NW73JL,521032,192595
NW73JN,521014,192755
NW73JY,520946,192654
NW73NA,520896,192486
NW73NB,520815,192387
NW73NE,520888,192274
NW73NY,521115,191943
NW73PD,520990,191887
NW73PF,520909,191865
NW73QD,520530,191999
NW73QL,521397,192303
NW73QR,521277,192164
NW73QT,521172,192328
NW73RA,521222,192319
NW73RX,520742,192221
NW73RY,520706,192237
NW73SB,520640,192279
NW73SF,520682,192158
NW73SP,520654,192482
NW73TA,520873,192577
NW74AA,521963,192324
NW74AG,522004,192274
NW74AN,522130,192312
NW74AQ,522268,192640
NW74AS,522055,192426
NW74AU,522083,192465
NW74AX,522089,192504
NW74BA,522092,192558
NW74BJ,521960,192559
NW74BP,521935,192388
NW74DA,522171,192287
NW74DL,522110,192666
NW74DY,522306,192870
NW74HH,521723,194020
NW74HS,521875,194894
NW74JN,521730,193041
NW74JR,521760,193079
NW74JT,521996,193296
NW74JU,521948,193285
NW74LE,521461,193272
NW74LH,521321,193305
NW74LJ,521360,193346
NW74LX,521349,193536
NW74NN,521526,192863
NW74NP,521472,193060
NW74NY,521641,193176
NW74PB,521788,193302
NW74PP,521331,192773
NW74PR,521296,192742
NW74QD,521173,193054
NW74QH,521139,193133
NW74QL,521010,193131
NW74QP,521047,192992
NW74RG,521643,192897
NW74RR,521415,192415
NW74SA,521790,192364
NW74SB,521733,192343
NW74SE,522005,192234
NW74SG,521976,192245
NW74SJ,522142,192214
NW74SN,521846,192198
NW94AA,521812,191024
NW94AB,521816,190982
NW94AG,521792,190969
NW94AZ,521243,189825
NW94BG,521321,189772
NW94BP,521990,189989
NW94BT,521657,190298
NW94BX,521806,189755
NW94DE,521669,189781
NW94DT,521988,189893
NW94DU,521988,189923
NW94EG,521721,189735
NW94EH,521685,189702
NW94EJ,521684,189668
NW94EL,521716,189694
NW94EN,521681,189768
NW94EP,521656,189781
NW94EQ,521674,189732
NW94ER,521653,189745
NW94ES,521631,189756
NW95AP,520711,189912
NW95AX,520549,190118
NW95BD,521468,190231
NW95BJ,521504,190155
NW95BN,521396,190170
NW95BP,520452,190087
NW95BS,520395,190150
NW95BT,520502,190196
NW95DA,520627,190195
NW95DB,521022,190559
NW95DP,521291,190323
NW95DR,520908,189641
NW95DT,521252,190261
NW95EL,521089,189674
NW95FA,521901,190224
NW95FP,521536,190214
NW95FR,521565,190274
NW95FY,521847,190055
NW95HB,521177,189837
NW95HZ,521312,190086
NW95JG,521156,189766
NW95JP,521898,190071
NW95JQ,521898,190071
NW95JT,521263,190097
NW95JX,520973,190410
NW95LE,520907,190604
NW95LG,520887,190634
NW95LQ,521014,190879
NW95LZ,521068,190893
NW95NG,520612,189893
NW95NX,521796,190320
NW95PZ,521121,189999
NW95QE,521272,190652
NW95QQ,521287,190798
NW95SJ,521458,191056
NW95SX,521592,190901
NW95UZ,521932,189913
NW95WA,521068,190647
NW95WT,521843,189963
NW95WU,521231,189997
NW95XD,521932,189998
NW95XY,521847,190003
NW95YS,522076,190035
NW95ZF,522125,189850
NW95ZP,522180,189850
NW95ZR,522155,189817
NW95ZW,521118,190111
NW96BU,520980,189577
NW96DB,521009,189522
NW96DD,521140,189555
NW96DU,521649,189461
NW96DY,521595,189561
NW96EJ,521863,189174
NW96EN,521923,189005
NW96ER,521840,188847
NW96ET,521992,188901
NW96EU,521975,189240
NW96EX,521956,188905
NW96EY,521981,189162
NW96FB,520903,189497
NW96HU,521028,189416
NW96PB,521655,189257
NW96QJ,521666,188883
NW96QU,521520,188966
NW96RB,521713,189102
NW96RE,521764,189402
NW96RG,521689,189234
NW96RX,521440,189349
NW96SD,521333,189298
NW97AH,522020,187760
NW97AW,522239,187555
NW97BF,521881,187935
NW97BX,521881,187935
NW97DJ,521888,188221
NW97DL,521861,187967
NW97DS,521817,187997
NW97DW,521812,188229
NW97EJ,522120,188030
NW97FB,522013,188031
NW97FH,521880,188033
NW97HB,521430,188395
NW97HE,521258,188220
NW97HF,521391,188358
NW97HH,521122,188271
NW97HP,521351,188514
NW97HW,521242,188543
NW97RD,521109,188380
NW97RE,521169,188337
NW97RF,521273,188463
NW97RQ,521227,188488
NW97RR,521273,188385
NW97RW,521262,188405
DA13LD,551735,174010
DA13NP,551987,174469
DA13NT,552066,174318
DA13NY,551860,174072
DA13PE,551761,174398
DA13PF,551718,174164
DA13PG,551843,174256
DA13PJ,551897,174422
DA13PN,551311,174143
DA13PS,551686,174174
DA13PW,551352,174209
DA13PY,551418,174305
DA13QB,551509,174108
DA13QJ,551334,173884
DA13QQ,551614,174023
DA13QS,551375,173871
DA13RB,551214,174016
DA13RD,551398,173945
DA13RH,551193,174141
DA13RJ,551110,173974
DA13RT,551393,174017
DA14AA,552271,174576
DA14AB,552228,174603
DA14AN,552217,174522
DA14AS,551810,174614
DA14BB,551229,174665
DA14BT,551094,174805
DA14BY,551130,174896
DA14DD,551215,174853
DA14DE,551220,174820
DA14DG,551214,174953
DA14DL,550631,175106
DA14DY,551190,175002
DA14EA,551174,175045
DA14EB,550948,174761
DA14EP,551092,175066
DA14ES,551507,174702
DA14ET,551028,175263
DA14FB,551454,175716
DA14FE,551403,175676
DA14FF,551503,175689
DA14FH,551638,174546
DA14FN,551609,174612
DA14FP,552271,174798
DA14FQ,552366,174789
DA14FR,552289,174732
DA14FS,552309,174772
DA14FW,552278,174704
DA14FX,552252,174762
DA14GD,551435,174874
DA14JL,551666,175031
DA14JP,551715,175015
DA14JY,551776,174962
DA14LF,552007,175071
DA14LG,552262,175093
DA14LQ,551721,174987
DA14LT,552421,175164
DA14LX,552379,175063
DA14LZ,552456,175517
DA14NB,552308,175076
DA14NE,552351,175050
DA14NG,552362,175189
DA14NJ,552502,175262
DA14NL,552380,175274
DA14NP,552254,175225
DA14NR,552272,175028
DA14PD,552171,175483
DA14PG,552120,175414
DA14PH,552194,175499
DA14RJ,551359,175222
DA14RN,551451,175130
DA14RP,551473,175018
DA14RR,551897,175181
DA14RS,551773,175177
DA14RT,551723,175110
DA14RZ,551692,175209
DA14SJ,551903,175273
DA14SN,551725,175760
DA14SP,551610,175836
DA14SR,551575,175889
DA14ST,551687,175840
DA14SX,551626,175734
DA14TD,552040,175936
DA14TE,551613,175170
DA14TH,552009,175908
DA14TJ,552038,175868
DA14TN,551502,175201
DA14TP,551574,175209
DA14TR,551546,175251
DA14TT,552067,175296
DA144AH,546354,172384
DA144AP,546407,172269
DA144AS,546361,172150
DA144AZ,546286,172244
DA144BA,546378,172058
DA144BB,546331,172231
DA144BD,546344,172038
DA144BE,546251,172041
DA144BT,546609,171962
DA144BX,546598,171924
DA144DB,546446,172076
DA144DG,546547,172145
DA144DJ,546476,172273
DA144DL,546597,172221
DA144DP,546446,171949
DA144DQ,546412,172095
DA144DR,546467,171945
DA144EE,546451,172381
DA144EF,546681,172272
DA144EG,546634,172267
DA144EN,546611,172296
DA144ER,546944,171820
DA144EW,546884,172086
DA144EX,546780,171961
DA144FF,546288,171938
DA144HA,546674,172054
DA144HF,546581,172048
DA144HG,546930,171759
DA144HY,546421,172514
DA144JB,546704,172616
DA144JE,547210,172686
DA144JF,547316,172668
DA144JJ,547419,172274
DA144JL,546792,172545
DA144JP,546418,172590
DA144JR,546696,172544
DA144JW,547213,171984
DA144JZ,546990,172407
DA144LB,546946,172201
DA144LD,547028,172099
DA144LF,546832,172165
DA144LH,547005,171990
DA144LL,547106,172450
DA144LU,547261,172592
DA144LW,547098,172527
DA144LY,547442,172559
DA144NB,547261,172402
DA144NE,547346,172295
DA144NQ,547184,172045
DA144NR,547371,173082
DA144NS,547421,172847
DA144NU,547685,172740
DA144NX,547870,172571
DA144NY,548082,172852
DA144PB,547619,172564
DA144PD,547463,173187
DA144PN,548129,172773
DA144PP,547976,172597
DA144PS,548350,172831
DA144PT,548309,172622
DA144PU,548335,172578
DA144PW,548146,172736
DA144PY,548180,172561
DA144QD,548097,172638
DA144QG,547057,171629
DA144QL,546745,171553
DA144QN,546719,171645
DA144QS,546885,171597
DA144QY,546797,171768
DA144RH,547560,172242
DA144RJ,547715,172482
DA144SB,548132,172434
DA144TB,546368,172182
DA145AN,548252,170607
DA145BP,547203,171607
DA145DD,547170,170885
DA145DE,547212,170795
DA145DL,547089,170554
DA145DY,547044,170610
DA145EL,548778,172309
DA145ER,548406,171468
DA145EW,548665,171762
DA145HD,548570,171775
DA145HY,546986,170529
DA145JF,547858,170881
DA145JG,547953,170931
DA145JJ,548068,171101
DA145JQ,548152,171065
DA145JR,548123,170818
DA145JW,547944,170806
DA145LA,548038,171192
DA145LB,548140,171228
DA145LD,548079,171158
DA145LE,548279,171163
DA145LF,548253,171118
DA145LT,548200,170793
DA145LX,548382,170921
DA145LZ,548232,171266
DA145NG,548310,171590
DA145NQ,548339,171550
DA146AB,546142,171680
DA146AJ,545942,171511
DA146AL,546029,171524
DA146AQ,546054,171619
DA146AU,545736,171312
DA146AY,545737,171379
DA146AZ,545558,171471
DA146BA,545698,171428
DA146BB,545945,171346
DA146BG,546077,171367
DA146BJ,546103,171434
DA146BS,546364,171480
DA146BU,546517,171498
DA146DB,545983,171649
DA146DF,546297,171563
DA146DP,546124,171460
DA146DZ,546233,171870
DA146FF,545930,171638
DA146FH,546686,171516
DA146HG,546729,171503
DA146HX,547163,171147
DA146HY,546817,171333
DA146JA,546826,171388
DA146JF,546983,171310
DA146JG,547049,171272
DA146JJ,547065,170989
DA146JP,547157,171067
DA146JQ,547018,171147
DA146JS,547182,171146
DA146JT,547352,171081
DA146LG,546815,171245
DA146LN,546660,171397
DA146LP,546722,171424
DA146LQ,546763,171297
DA146LR,546668,171070
DA146LW,546842,171190
DA146NF,546106,171788
DA146NZ,545665,171879
DA146PJ,545964,171683
DA146PL,545640,171884
DA146PN,545267,171941
DA146PQ,545786,171879
DA146PT,545337,171817
DA146PW,545243,171898
DA146PY,545310,171895
DA146PZ,545329,171966
DA146QE,545093,172180
DA146QH,545032,172140
DA146QL,545091,172225
DA146QQ,544740,172351
DA146RB,545472,171783
DA146RD,545482,171886
DA146RG,545630,172109
DA146RH,545387,172091
DA146RN,545325,172023
DA146RQ,545655,172139
DA146RS,545170,171932
DA146RW,545213,172109
DA146SG,547205,170948
DA146SQ,547253,170954
DA146TF,545833,171502
DA157DD,546203,172180
DA157DR,546216,172353
DA157DY,546205,172221
DA157ED,546190,171856
DA157HD,546031,172060
DA157HF,545997,171938
DA157HJ,545782,172130
DA157HR,545810,172358
DA157HS,545716,172334
DA157HU,546086,172383
DA157HW,545833,172297
DA157HY,546137,172439
DA157HZ,546107,172439
DA157JA,546074,172437
DA157JG,545453,172273
DA157JP,545297,172279
DA157JQ,545376,172172
DA157JT,546032,172376
DA157JU,546205,171910
DA157JW,545271,172196
DA157LA,546074,172556
DA157LB,545844,172539
DA157LD,545877,172503
DA157LE,545779,172461
DA157LL,545495,172625
DA157LN,545406,172552
DA157LT,545205,172286
DA157LU,545183,172312
DA157LX,546108,172506
DA157LY,546062,172507
DA157LZ,546034,172505
DA157NA,546001,172487
DA157NB,545971,172478
DA157NJ,545149,172402
DA157NL,545107,172360
DA157NP,544788,172365
DA157NY,545075,172601
DA157NZ,544789,172455
DA157PB,544882,172380
DA157PE,544835,172635
DA157PF,545025,172774
DA157PH,544962,172657
DA157PJ,544996,172744
DA157PQ,545042,172640
DA158AA,544827,173062
DA158AB,546109,172761
DA158AF,545930,172811
DA158AG,545871,172914
DA158AH,545684,172894
DA158AJ,545674,172859
DA158AN,545207,172985
DA158AP,545151,172958
DA158AS,544732,173169
DA158AU,544892,173369
DA158AW,545406,172913
DA158BA,545656,172981
DA158BB,545387,173033
DA158BD,545409,173064
DA158BE,545174,173085
DA158BG,545042,173206
DA158BH,545135,173111
DA158BJ,544910,173158
DA158BN,545063,173307
DA158BQ,545097,173202
DA158BU,545209,173044
DA158BW,545002,173347
DA158DA,545451,173139
DA158DP,544896,173614
DA158DQ,545099,173418
DA158DR,544876,173588
DA158EG,545814,172938
DA158EN,545565,173373
DA158ER,545506,173379
DA158EU,545469,173396
DA158EW,545602,173349
DA158EY,545446,173643
DA158EZ,545437,173702
DA158GU,545712,174512
DA158HB,545377,173443
DA158HE,545634,173693
DA158HF,545602,173714
DA158HL,545537,173786
DA158HN,545215,173899
DA158HP,545562,173759
DA158HQ,545820,173374
DA158HU,545467,174010
DA158HW,545153,173751
DA158HX,545450,173953
DA158HY,545330,173887
DA158JG,545293,173407
DA158JL,545152,173570
DA158JN,545197,173575
DA158JP,545312,173711
DA158JQ,545354,173594
DA158JS,545491,173822
DA158JW,545112,173598
DA158LN,546177,174053
DA158LP,546156,174018
DA158NB,545748,173804
DA158NF,545798,173734
DA158NH,546124,173933
DA158NL,546097,173988
DA158NN,545981,174052
DA158NS,546128,174298
DA158NT,546198,174183
DA158NW,546027,174050
DA158PA,546070,174769
DA158PD,545457,174991
DA158PE,545123,175109
DA158PG,546081,174412
DA158PH,545860,174453
DA158PJ,545894,174449
DA158PL,545985,174449
DA158PU,545781,174510
DA158PW,546139,174493
DA158PY,545811,174587
DA158QB,545263,174579
DA158QD,545149,174505
DA158QJ,545687,174147
DA158QL,545585,174132
DA158QN,545596,174430
DA158QP,545705,174360
DA158QR,545655,174391
DA158QS,545754,174370
DA158QU,545474,174346
DA158QW,545535,174182
DA158QX,545451,174380
DA158QY,545387,174473
DA158RD,545459,174271
DA158RE,545299,174384
DA158RL,546116,174618
DA158RN,545890,174738
DA158RP,545882,174667
DA158RR,545724,174741
DA158RS,545753,174684
DA158RU,545587,174670
DA158RW,545818,174724
DA158RX,545540,174746
DA158RY,545649,174751
DA158SD,545435,174851
DA158SF,545334,174848
DA158SP,545481,174504
DA158ST,545136,174688
DA158SX,545238,174681
DA158SZ,545254,174787
DA158TB,545113,174965
DA158TF,545249,174990
DA158TH,545174,174332
DA158TL,545239,174405
DA158TN,545277,174282
DA158TP,545266,174342
DA158WA,545800,173160
DA158WJ,545926,173051
DA158WN,546129,173375
DA158WP,546069,173511
DA158WQ,545984,173040
DA158WW,545928,173454
DA159AA,546516,172722
DA159AD,546345,172763
DA159AH,547015,172979
DA159AL,547195,173190
DA159AN,547291,173216
DA159AP,547324,173046
DA159AQ,546803,172829
DA159AS,547175,172848
DA159AU,547244,173017
DA159AX,547155,172962
DA159AZ,547061,172860
DA159BE,546536,174531
DA159BL,546674,173947
DA159BN,546711,173784
DA159BW,546678,173734
DA159DB,546164,172998
DA159DG,546558,173928
DA159DJ,546256,173302
DA159DL,546221,173364
DA159DR,546379,173612
DA159DS,546523,173775
DA159DT,546448,173721
DA159DU,546266,173650
DA159DW,546405,173422
DA159EA,546373,173770
DA159EG,545815,173599
DA159EN,545989,173676
DA159EY,546424,174247
DA159EZ,546391,174260
DA159HA,546445,174088
DA159HB,546327,174028
DA159HE,546232,174236
DA159HF,546284,174219
DA159HH,546621,174219
DA159HJ,546611,174292
DA159HN,546453,174009
DA159HP,546574,174127
DA159HQ,546270,174063
DA159HR,546558,174308
DA159HT,546526,174266
DA159HW,546515,173976
DA159HY,546664,174288
DA159JB,546717,174136
DA159JD,546760,173958
DA159JE,546792,173821
DA159JF,546730,173945
DA159JG,547043,174164
DA159JJ,546855,174065
DA159JL,547088,174130
DA159JP,546233,174081
DA159JQ,546847,174111
DA159LB,546852,173704
DA159LD,546961,173616
DA159LE,547144,173833
DA159LF,546950,173751
DA159LG,547090,173769
DA159LH,547315,173752
DA159LL,547254,174004
DA159LN,547215,173993
DA159LT,546348,174367
DA159LW,547271,173735
DA159NJ,546677,174438
DA159NP,547127,174282
DA159NQ,546426,174564
DA159NY,546584,174408
DA159PB,546977,174394
DA159PE,547232,174400
DA159PF,546723,174521
DA159PG,546660,174510
DA159PH,546839,174481
DA159PJ,547029,174476
DA159PQ,546895,174452
DA159PW,547252,174470
DA161AA,546982,175895
DA161AR,547258,177296
DA161AU,547296,177596
DA161AX,547373,177412
DA161AY,547219,177388
DA161BB,547276,177413
DA161BG,547138,177469
DA161BP,546863,177107
DA161DD,547580,177138
DA161DF,546861,176951
DA161DJ,547390,177159
DA161DL,547334,177140
DA161DP,547371,177093
DA161DR,547270,177124
DA161DS,547203,177122
DA161DT,547164,177086
DA161DZ,547027,176981
DA161EB,547071,177134
DA161EH,547622,176710
DA161EJ,547693,176919
DA161EL,547664,176940
DA161EN,547601,176847
DA161EQ,547645,176657
DA161ES,547507,176896
DA161EU,547379,176919
DA161EW,547614,176930
DA161EX,547586,177046
DA161HB,547336,176733
DA161HD,547307,176730
DA161HE,547256,176825
DA161HG,547096,176806
DA161HP,547517,175751
DA161HQ,547107,176835
DA161HS,547582,176091
DA161HX,547631,176378
DA161HZ,547686,176652
DA161JA,547737,176926
DA161JD,547592,175962
DA161JJ,547765,177011
DA161JR,547489,176328
DA161JS,547258,176388
DA161JT,547470,176363
DA161JZ,546972,176401
DA161LA,546787,176463
DA161LF,547150,176498
DA161LH,547305,176508
DA161LJ,547508,176483
DA161LN,547462,176568
DA161LP,547480,176516
DA161LQ,547408,176420
DA161NA,546907,176068
DA161NE,547457,176101
DA161NJ,547486,176229
DA161NL,547488,176276
DA161NS,547155,176231
DA161NW,547275,176220
DA161NX,546775,176115
DA161PA,546894,176154
DA161PE,546896,176241
DA161PF,546903,176271
DA161PH,547109,176173
DA161PQ,546906,176355
DA161PR,547431,175876
DA161PS,547243,175885
DA161PY,547166,175941
DA161QA,547069,175828
DA161QD,547158,175976
DA161QF,546934,175958
DA161QG,546779,175942
DA161QJ,546661,176002
DA161QU,546785,176643
DA161QW,546706,175912
DA161QY,546860,176795
DA161QZ,546891,176743
DA161RA,546796,176751
DA161RD,546789,176781
DA161RE,546813,176839
DA161RG,546952,176749
DA161RH,547084,176725
DA161RJ,546974,176664
DA161RL,547092,176610
DA161RQ,546978,176774
DA161RU,547445,175561
DA161SB,547477,175747
DA161SD,547336,175763
DA161SG,547378,175758
DA161SJ,547194,175689
DA161SL,547245,175690
DA161SQ,547406,175754
DA161TA,547014,175688
DA162AA,546343,175729
DA162AD,546963,175604
DA162AP,546560,175420
DA162AR,546613,175447
DA162AX,546539,175767
DA162BN,546304,175024
DA162BP,546408,174775
DA162BT,546542,174661
DA162BU,546561,174694
DA162BW,546338,175009
DA162BX,546775,174760
DA162BY,546597,174848
DA162BZ,546751,174734
DA162DA,546609,174787
DA162DP,546083,175489
DA162DT,546345,175474
DA162DU,546021,175403
DA162DX,546266,175504
DA162DZ,546069,175358
DA162EB,546217,175823
DA162EG,545864,175825
DA162EN,545828,175603
DA162ER,546133,175578
DA162EZ,546090,175751
DA162HG,545791,175783
DA162HJ,545795,175498
DA162HL,545966,175285
DA162HN,545950,175249
DA162HQ,545737,175750
DA162HW,546089,175066
DA162HX,546465,175522
DA162HY,546193,175205
DA162HZ,546211,175176
DA162JG,546124,175283
DA162JL,546381,175223
DA162JN,546268,175091
DA162JR,546499,175019
DA162JS,546524,175037
DA162JT,546420,174959
DA162JU,546434,174868
DA162JW,546252,175122
DA162LD,546450,175771
DA162LE,545630,175560
DA162LH,546104,174946
DA162LL,545809,175081
DA162LN,546060,174950
DA162LQ,545928,175168
DA162LR,545850,175045
DA162LW,545934,175102
DA162LX,545582,175407
DA162LY,545613,175384
DA162NA,545511,175270
DA162NB,545420,175248
DA162ND,545388,175275
DA162NG,545163,175189
DA162NH,545454,175081
DA162NJ,545441,175049
DA162NN,546025,174841
DA162NP,545968,174899
DA162NQ,545149,175155
DA162NX,545760,175218
DA162PA,545476,175128
DA162PE,545189,175271
DA162PH,545606,175235
DA162PR,545533,175551
DA162PT,545464,175483
DA162PX,545729,175259
DA162PY,545100,175522
DA162QB,545385,175437
DA162QD,545349,175430
DA162QE,545113,175490
DA162QG,544954,175305
DA162QR,545635,175893
DA162QS,545483,175802
DA162QU,544917,175560
DA162QW,545505,175694
DA162QX,544932,175601
DA162QY,545223,175706
DA162QZ,545466,175834
DA162RR,545117,175791
DA162RY,545059,175857
DA162RZ,544980,175797
DA162SA,544855,175770
DA162SH,545250,176036
DA162SJ,545141,175963
DA162SL,545103,176071
DA162SN,545019,176090
DA162SP,545057,175952
DA162SQ,545399,175999
DA162SS,544913,175952
DA162ST,544874,175953
DA163AG,546703,176246
DA163AH,545727,175983
DA163AR,545213,176387
DA163AZ,545952,176111
DA163BB,546023,176224
DA163BW,545735,176853
DA163BY,546254,176677
DA163BZ,546308,176676
DA163DB,546346,176664
DA163DD,546599,176420
DA163DE,546364,176826
DA163DF,546525,176913
DA163DG,546663,176840
DA163DJ,546430,176921
DA163DN,546147,176070
DA163DQ,546538,176840
DA163DT,546613,176354
DA163DX,546677,176406
DA163DY,546647,176410
DA163EA,546577,176455
DA163ER,546596,177193
DA163ET,546497,177320
DA163HP,546169,176396
DA163HU,546139,176250
DA163HZ,546315,176192
DA163JA,546096,176130
DA163JD,546457,176329
DA163JG,546355,176405
DA163JQ,546527,176530
DA163JX,545761,176306
DA163JZ,545753,176413
DA163LE,545654,176258
DA163LH,545621,176188
DA163LL,545345,176348
DA163LQ,545784,176163
DA163LS,545760,176506
DA163NF,545705,176741
DA163NG,545728,176779
DA163NH,545536,176605
DA163NL,545422,176290
DA163NS,545458,176593
DA163NT,545391,176670
DA163NX,545492,176740
DA163QA,546286,175931
DA163QL,546383,175953
DA163QY,545295,176269
DA163QZ,545160,176220
DA163RA,545741,175979
DA163RG,545546,176130
DA163RT,545261,176143
DA175AE,549252,178844
DA175AG,548931,178815
DA175AH,549062,178955
DA175AT,549305,178913
DA175AU,549377,178970
DA175AW,549093,178955
DA175AX,549253,178770
DA175BB,549093,178641
DA175BD,549064,178655
DA175BG,549036,178463
DA175BJ,548991,178563
DA175BP,549156,178580
DA175BT,549082,178463
DA175BU,549110,178488
DA175BZ,549021,178737
DA175DF,548948,179111
DA175DW,548579,178937
DA175DX,548731,178289
DA175ED,549102,178397
DA175EG,549058,178404
DA175EW,549123,178347
DA175FA,548824,178062
DA175HA,548864,178470
DA175HH,548942,178941
DA175HL,548956,178604
DA175HZ,548955,177933
DA175JA,549257,178137
DA175JF,549182,178235
DA175JP,549133,178054
DA175JS,549114,178022
DA175JT,549110,177998
DA175JW,549221,178126
DA175LB,548980,177813
DA175LF,549127,178176
DA175LL,548925,178043
DA175LN,548829,178089
DA175LQ,548997,178137
DA175LW,548776,178148
DA175LY,548809,178027
DA175LZ,549167,177891
DA175NL,548701,177998
DA175NN,548736,178090
DA175NR,548647,177891
DA175NW,548697,178171
DA175PA,548795,177782
DA175PB,548461,177845
DA175PE,548421,177697
DA175PG,548748,177703
DA175PQ,548504,177612
DA175QL,549302,178580
DA175QU,548622,179049
DA175QW,549422,178535
DA175QY,548659,179082
DA175RD,548603,178043
DA175RL,548114,179050
DA175RU,548532,179085
DA176BF,549754,179692
DA176DD,549589,178971
DA176DJ,549900,178900
DA176DP,549575,178903
DA176DR,549575,178818
DA176DT,550145,178927
DA176DU,550356,178933
DA176DX,550207,178904
DA176DZ,550216,179005
DA176EB,550366,178840
DA176EF,549468,178992
DA176ET,549549,178484
DA176EU,549470,178581
DA176EY,549446,178357
DA176FA,550288,178474
DA176FF,549721,179713
DA176FH,549759,179831
DA176FJ,550392,178591
DA176FL,550345,178570
DA176GN,549785,179527
DA176HA,549424,178400
DA176HD,549397,178255
DA176HH,549621,178311
DA176HJ,549886,178344
DA176HL,549949,178273
DA176HS,550080,178430
DA176HW,549924,178356
DA176HX,550294,178584
DA176HY,549605,178637
DA176HZ,549663,178623
DA176JD,549461,178305
DA176JG,549823,178415
DA176JP,549383,179264
DA176JR,549412,179367
DA176JT,549663,179357
DA176JW,549520,179278
DA176LD,549568,179494
DA176LE,550033,178431
DA176LN,549571,177668
DA176LR,549128,177663
DA176LS,549284,177721
DA176LT,549211,177794
DA176LU,549359,177809
DA176LY,549262,177623
DA176NB,549240,177705
DA176ND,549178,177832
DA176NG,549120,177544
DA176NJ,549524,178101
DA176NP,549473,178231
DA184DE,548031,179299
DA184DL,548103,179158
DA184DQ,547990,179246
DA184DS,547929,179817
DA184DZ,547867,179716
DA184HD,548341,179203
DA184HG,548321,179419
DA184HN,548514,179281
DA184HS,548656,179248
DA51AB,549386,173580
DA51AD,549325,173582
DA51AL,549340,173658
DA51AN,549251,173703
DA51AR,549355,173968
DA51AS,549151,173876
